id,web_name,team_name,position,price,ep_total,exp_minutes
238,Estêvão,Chelsea,MID,6.4,12.82,348.25154
239,Gittens,Chelsea,MID,6.0,12.82,316.48312799999997
240,Nkunku,Chelsea,MID,5.9,12.82,0.0
241,Caicedo,Chelsea,MID,5.7,12.82,347.34431333333333
243,George,Chelsea,MID,4.8,12.82,309.60306
244,Lavia,Chelsea,MID,4.9,12.82,0.0
245,Mudryk,Chelsea,MID,4.9,12.82,0.0
246,Andrey Santos,Chelsea,MID,4.5,12.82,347.87298
247,D.Essugo,Chelsea,MID,4.3,12.82,0.0
248,Paez,Chelsea,MID,4.5,12.82,0.0
249,João Pedro,Chelsea,FWD,7.2,10.0,329.76403200000004
250,Delap,Chelsea,FWD,6.2,10.0,349.28972
251,N.Jackson,Chelsea,FWD,6.5,10.0,0.0
252,Marc Guiu,Chelsea,FWD,4.3,10.0,347.08595999999994
453,Garnacho,Chelsea,MID,6.4,12.82,320.03197199999994
672,Hato,Chelsea,DEF,4.6,21.29,337.41089999999997
743,Emenalo,Chelsea,MID,4.5,12.82,309.582
253,Henderson,Crystal Palace,GK,5.1,21.97,376.59942
254,Benitez,Crystal Palace,GK,4.0,21.97,396.981
255,Matthews,Crystal Palace,GK,3.9,21.97,357.2343
256,Muñoz,Crystal Palace,DEF,5.9,21.97,0.0
257,Lacroix,Crystal Palace,DEF,5.2,21.97,357.77902500000005
258,Mitchell,Crystal Palace,DEF,5.0,21.97,350.4312
259,Sosa,Crystal Palace,DEF,4.8,21.97,376.2639277777777
260,Guéhi,Crystal Palace,DEF,5.3,21.97,419.5821
261,Richards,Crystal Palace,DEF,4.6,21.97,199.78149722222219
262,Chadi Riad,Crystal Palace,DEF,4.0,21.97,93.7125
263,Clyne,Crystal Palace,DEF,3.8,21.97,342.54932
264,Holding,Crystal Palace,DEF,4.0,21.97,0.0
265,Kporha,Crystal Palace,DEF,4.0,21.97,0.0
267,Sarr,Crystal Palace,MID,6.4,12.99,0.0
268,Doucouré,Crystal Palace,MID,4.9,12.99,0.0
269,Esse,Crystal Palace,MID,4.7,12.99,309.60306
270,Hughes,Crystal Palace,MID,4.7,12.99,349.09974666666665
271,Kamada,Crystal Palace,MID,5.0,12.99,0.0
272,Lerma,Crystal Palace,MID,4.9,12.99,317.629806
273,Wharton,Crystal Palace,MID,5.0,12.99,373.48514666666676
274,Agbinone,Crystal Palace,MID,4.3,12.99,309.60306
275,Ahamada,Crystal Palace,MID,4.3,12.99,309.582
276,Devenny,Crystal Palace,MID,4.3,12.99,355.78452000000004
277,Ebiowei,Crystal Palace,MID,4.5,12.99,0.0
278,J.Rak-Sakyi,Crystal Palace,MID,4.4,12.99,0.0
279,M.França,Crystal Palace,MID,4.5,12.99,0.0
280,Ozoh,Crystal Palace,MID,4.5,12.99,0.0
281,Rodney,Crystal Palace,MID,4.4,12.99,309.582
282,Umeh,Crystal Palace,MID,4.5,12.99,0.0
283,Mateta,Crystal Palace,FWD,7.7,10.0,365.18802666666664
284,Nketiah,Crystal Palace,FWD,5.4,10.0,270.51687000000004
285,Édouard,Crystal Palace,FWD,5.0,10.0,0.0
286,Marsh,Crystal Palace,FWD,4.5,10.0,309.64518000000004
690,Cardines,Crystal Palace,MID,4.4,12.99,0.0
712,Yeremy,Crystal Palace,MID,5.8,12.99,361.88984
723,Canvot,Crystal Palace,DEF,4.5,21.97,377.62666666666667
732,Uche,Crystal Palace,FWD,5.5,10.0,317.6082
762,Drakes-Thomas,Crystal Palace,MID,4.5,12.99,315.31500000000005
242,Dewsbury-Hall,Everton,MID,5.0,12.72,94.94842500000001
287,Pickford,Everton,GK,5.5,20.89,383.87519999999995
288,Travers,Everton,GK,4.3,20.89,357.2343
289,Tyrer,Everton,GK,3.9,20.89,357.2343
290,Branthwaite,Everton,DEF,5.3,20.89,0.0
291,Tarkowski,Everton,DEF,5.5,20.89,371.83964000000003
292,Mykolenko,Everton,DEF,4.9,20.89,394.42077777777774
293,O'Brien,Everton,DEF,4.9,20.89,358.70408
294,Coleman,Everton,DEF,4.3,20.89,0.0
295,Keane,Everton,DEF,4.7,20.89,398.2788333333333
296,Patterson,Everton,DEF,4.4,20.89,374.85
297,Dixon,Everton,DEF,3.8,20.89,337.41089999999997
298,Welch,Everton,DEF,3.8,20.89,337.38795000000005
299,Ndiaye,Everton,MID,6.3,12.72,0.0
300,McNeil,Everton,MID,5.5,12.72,315.33645
301,Alcaraz,Everton,MID,5.2,12.72,324.509874
302,Gana,Everton,MID,5.4,12.72,0.0
303,Garner,Everton,MID,5.0,12.72,328.061448
304,Iroegbunam,Everton,MID,4.8,12.72,356.71999999999997
305,Armstrong,Everton,MID,4.5,12.72,0.0
306,Bates,Everton,MID,4.3,12.72,309.60306
307,Ebere,Everton,MID,4.4,12.72,309.582
308,Heath,Everton,MID,4.5,12.72,0.0
309,Metcalfe,Everton,MID,4.5,12.72,0.0
310,Barry,Everton,FWD,5.7,10.0,324.57609600000006
311,Beto,Everton,FWD,5.0,10.0,315.85125000000005
312,Y.Chermiti,Everton,FWD,4.9,10.0,0.0
313,Sherif,Everton,FWD,4.4,10.0,0.0
419,Grealish,Everton,MID,6.5,12.72,372.12413333333336
630,King,Everton,GK,3.9,20.89,357.5502
667,Aznou,Everton,DEF,4.2,20.89,374.8755
704,Onyango,Everton,MID,4.5,12.72,0.0
705,Campbell,Everton,DEF,3.9,20.89,337.41089999999997
707,Dibling,Everton,MID,5.3,12.72,314.1684
728,Röhl,Everton,MID,5.0,12.72,345.25399999999996
314,Leno,Fulham,GK,4.9,20.97,374.86745999999994
315,Benda,Fulham,GK,4.0,20.97,0.0
316,Robinson,Fulham,DEF,4.9,20.97,393.0587
