fpl_id,fpl_name,xg_per90,xa_per90,match_score
359,Charlie Crew,0.0,0.0,0.0
360,Joe Gelhardt,0.0,0.0,0.0
361,Darko Gyabi,0.0,0.0,0.0
362,Joël Piroe,0.0,0.0,0.0
363,Patrick Bamford,0.0,0.0,0.0
364,Mateo Joseph Fernández-Regatillo,0.0,0.0,0.0
365,Lukas Nmecha,0.0,0.0,0.0
493,Sean Longstaff,0.04827060409892832,0.024775945284160585,100.0
660,Anton Stach,0.0,0.0,0.0
665,Lucas Estella Perri,0.0,0.0,0.0
691,Dominic Calvert-Lewin,0.4754488829007515,0.04102060909454639,100.0
698,Noah Okafor,0.0,0.0,0.0
706,James Justin,0.06271644743716875,0.029439012043414006,100.0
366,Alisson Becker,0.0,0.017853163476485932,90.0
367,Giorgi Mamardashvili,0.0,0.0,0.0
368,Ármin Pécsi,0.0,0.0,0.0
369,Freddie Woodman,0.0,0.0,0.0
370,Jeremie Frimpong,0.0,0.0,0.0
371,Milos Kerkez,0.01991793681873243,0.13167422600855747,100.0
372,Andrew Robertson,0.056116919310289476,0.17496739450748677,100.0
373,Virgil van Dijk,0.07625533192343004,0.03279878951709818,100.0
374,Ibrahima Konaté,0.06482945136650761,0.03587195160600037,100.0
375,Conor Bradley,0.138852279683899,0.23432510072345158,100.0
376,Joe Gomez,0.0,0.0,0.0
377,Konstantinos Tsimikas,0.061998006652344714,0.2854854593073929,100.0
378,Amara Nallo,0.0,0.0,0.0
379,Rhys Williams,0.0,0.0,0.0
380,Calvin Ramsay,0.0,0.0,0.0
381,Mohamed Salah,0.7351309180980161,0.42076948020862026,100.0
382,Florian Wirtz,0.0,0.0,0.0
383,Luis Díaz Marulanda,0.45707755291469293,0.23101795024930988,90.0
384,Cody Gakpo,0.3929512308541742,0.2858621546440772,100.0
385,Federico Chiesa,0.0,0.0,0.0
386,Alexis Mac Allister,0.12253312329352697,0.16796884543764504,100.0
387,Dominik Szoboszlai,0.2504053209590718,0.2807692082176586,100.0
388,Curtis Jones,0.23928230404073653,0.09165310749481798,100.0
390,Ryan Gravenberch,0.03747121438793966,0.06795503289641701,100.0
392,Endo Wataru,0.0,0.02669649511839436,95.0
393,Stefan Bajčetić Maquieira,0.0,0.0,0.0
394,James McConnell,0.0,0.0,0.0
395,Tyler Morton,0.0,0.0,0.0
396,Trey Nyoni,0.0,0.0,0.0
397,Darwin Núñez Ribeiro,0.5803199312406411,0.1462699718071398,90.0
398,Jayden Danns,0.0,0.0,0.0
499,Alexander Isak,0.713015211261624,0.17377155971885636,100.0
